original,disfluent,annotation
if an extraordinary election is held within less than six months before the date of an ordinary election what does it do to the ordinary election,if an extraordinary election is held within less than six months before the date of an ordinary election how does it no what does it do to the ordinary election,F F F F F F F F F F F F F F F F F F E E E E F F F F F F F F
who is known as the poorest man in all history,what society er who is known as the poorest man in all history,E E E F F F F F F F F F F
how is income determined in a market with variously skilled workers,how is income inequality um just income determined in a market with variously skilled workers,F F F E E E E F F F F F F F F
what event was blamed on the introduction of mnemiopsis into the black sea,what cause no sorry event was blamed on the introduction of mnemiopsis into the black sea,F E E E F F F F F F F F F F F F
what is an example of a mechanical barrier on leaves,what is an example of a mechanical barrier on trees oops i mean leaves,F F F F F F F F F E E E E F
516 was not in favor of what,what percentage of the vote for a scottish assembly in favor of it or rather what did 516 vote against,E E E E E E E E E E E E E E E E E F E E
what nonchinese empire did the yuan dynasty succeed,what dynasty came before the yuan no no tell me what nonchinese empire the yuan dynasty succeeded,F E E E E E E E E E E F F E E E E
what is inlaid with gold panned from french rivers,what is the mace displayed in sorry not that but what is inlaid with gold panned from french rivers,F F E E E E E E E E E E F F F F F F F
how much gun powder was destroyed in attack,how much gun powder was created no uh destroyed in attack,F F F F F E E E F F F
how many modern types of algorithm tests for general numbers n are there,how many probabilistic no no um modern types of algorithm tests for general numbers n are there,F F E E E E F F F F F F F F F F F
what is the observable effect of w and z boson exchange,what is the observable effect of beta decay no sorry of w and z boson exchange,F F F F F F E E E E E F F F F F
in what year did fresno experience the most rainfall,when did no in what year did fresno experience the most rainfall,E E E F F F F F F F F F
what school model is sweden notable for,what private school or rather school model is sweden notable for,F E F E E E F F F F F
what cultures were part of kublais administration,what cultures were part of jurchens umm kublais administration,F F F F F E E F F
what processes occur above the earth,what processes occur above the magma er earth,F F F F F E E F
newtons second law of motion states what,newtons first law oh no um his second law of motion states what,F E E E E E E F F F F F F
what happens to the gdp growth of a country if the income share of the top 20 percent decreases according to imf staff economists ,what happens to inequality er uh the gdp growth of a country if the income share of the top 20 percent decreases according to imf staff economists,F F F E E E F F F F F F F F F F F F F F F F F F F F F
what is the logic behind the cicadas prime number evolutionary strategy,what is the logic behind the cicadas outbreak no sorry can you explain the logic behind the cicadas prime number evolutionary strategy,F F F F F F F E E E E E E E E E E E F F F F
what does quadratic reciprocity seek to achieve,what does geometry ramification seek to achieve no nevermind i want to know what quadratic reciprocity seeks to achieve,F F E E E E E E E E E E E E F F E E E
what astronomer hated kublai,what astronomer hated guo shoujing no um kublai khan,F F F E E E E F
what does it mean for a knot to be considered indecomposable,how can or instead what does it mean for a knot to be considered indecomposable,E E E E F F F F F F F F F F F
how much lower did researchers suggest sea levels would be in 2100 as compared to 1990,how much higher no no lower did researchers suggest sea levels would be in 2100 as compared to 1990,F F E E E F F F F F F F F F F F F F F
 what department did kublai create to bother doctors,what medicine oops department did kublai create to bother doctors,F E E F F F F F F F
where are many hospital pharmacies located,where are many pharmacies no hospital pharmacies located,F F F E E F F F
what is raghuram rajans career,when no what is raghuram rajans career,E E F F F F F
how many people lived in oslo at the start of the plague outbreak in 1654,how many people what percentage of the population of paris i mean lived in oslo at the start of the plague outbreak in 1654,F F F E E E E E E E E E F F F F F F F F F F F F
how long as the canadian government been actively engaged in efforts to counter islamism,how long as the us government or no make that the canadian government been actively engaged in efforts to counter islamism,F F F F E E E E E E E F F F F F F F F F F
where does the rhine make a distinctive turn to the south,where does the tamins sorry i mean the rhine make a distinctive turn to the south,F F F E E E E E F F F F F F F F
what is the receptor that killer t cells use to bind to specific antigens that are complexed with the mhc class 1 receptor of another cell,which is the or no make that what is the receptor that killer t cells use to bind to specific antigens that are complexed with the mhc 1 class receptor of another cell,E E E E E E E F F F F F F F F F F F F F F F F F F F F E F E E E E
in which journal did five lead ipcc authors call for support of the ipcc,in which journal did climate scientists no five lead ipcc authors call for support of the ipcc,F F F F E E E F F F F F F F F F F
how long can the cillia grow on ctenophores,what can no make that how long can the cillia grow on ctenophores,E E E E E F F F F F F F F
where is the congress hall located,where is the national theatre or no make that the congress hall located,F F F E E E E E E E F F F
who named thorne ave,why no who named thorne ave,E E F F F F
what type of correlation was used previously to help date rock formations,what type of correlation is used no wait was used previously to help date rock formations,F F F F E E E E F F F F F F F F
what type of civil disobedience is larger scale,which type or no rather what type of civil disobedience is larger scale,E E E E E F F F F F F F F
who produced the first geological map of the us,who produced the first geological map of england sorry i meant to say of the us,F F F F F F F E E E E E E E F F
who was given land by british goovernment for development of ohio country,who was given land with the indian tribes in logstown oops by british goovernment for development of ohio country,F F F F E E E E E E E F F F F F F F F
what do ephithelial cells fill most of in the nuda,what do cilia no im sorry what do epithelial cells fill most of in the nuda,F F E E E E E E E E E E E E E E
what are the agents detected by the immune system called,which are the or no make that what are the agents detected by the immune system called,E E E E E E E F F F F F F F F F F
are there any other aviation communities such as sierra sky park in the united states,when was the sierra sky park no no are there any other aviation communities like the park in the us,E E E E E E E E F F F F F F E E E E E E
what was the original name of the bankamericard,what was the original name of fresno i mean the bankamericard,F F F F F F E E E F F
how large can ctenophora grow,how large can cnidarians grow no sorry ctenophora not cnidarians,F F F E E E E F E E
what organization was led by hasan alhudaybi,what movement oh uh organization was led by hasan alhudaybi,F E E E F F F F F F
who won the ekstraklasa championship in 2000,who won the ekstraklasa championship in 1946 uh sorry 2000,F F F F F F E E E F
 how was kublais administration running out of money,when were um how was kublais administration running out of money,E E E F F F F F F F F
optional committees are committees which are set down under what,what session uh instead optional committees are committees which are set down under what,E E E E F F F F F F F F F F
when were the shortcomings of aristotles physics overcome,whose work er when were the shortcomings of aristotles physics overcome,E E E F F F F F F F F
which graph was prominently featured in the second assessment report,which graph was prominently featured in the third no the um second assessment report,F F F F F F F E E E E F F F
who decide to make a very large donation to the universitys booth school of business,who decided to make a very large donation to the universitys harris school of public policy studies or rather to the universitys booth school of business,F E E E E E E E E E E E E E E E E E E E E E E E E E
what occurs when antibodies will not bind to the patients cells,when antibodies bind to antigens on the patients own cells rather what occurs when antibodies will not bind to the patients cells,E E E E E E E E E E E F F F F F F F F F F F
what is one example of unique rational primes,what form er what is one example of unique rational primes,F E E E F F F F F F F
what do climate models predict will increase by as much as 06 degrees c in the next 100 years,what do climate models predict will decrease oh no increase by as much as 06 degrees c in the next 100 years,F F F F F F E E E F F F F F F F F F F F F F
what sport attracts most tourists to jacksonville,most tourists are attracted to jacksonville for what food or rather sport,E E E E E E E F E E E F
when did the democratic republic of afghanistan collapse,when did the democratic republic of the soviet union oh no of afghanistan collapse,F F F F F F E E E E E E F F
what is one example of a unique factorization domain,what is one example of a rational prime or wait unique factorization domain,F F F F F F E E E E F F F
when did the fresno traction company begin to provide streetcar connections,what stalled or when did the fresno traction company begin to provide streetcar connections,E E E F F F F F F F F F F F
what was frensh military presence at start of war,what was british no french military presence at start of war,F F E E E E E E E E E
when is the oldest armed seal of sigilium from,how long no when is the oldest armed seal of sigilium from,E E E F F F F F F F F F
according to the wealth concentration theory what disadvantage do the wealthy have in accumulating new wealth,according to the wealth concentration theory what concentrates er uh disadvantage do the wealthy have in accumulating new wealth,F F F F F F F E E E F F F F F F F F F
what effect do technologies and resources generate,which or no make that what effect do technologies and resources generate,E E E E E F F F F F F F
what is the major tributary for the rhine ,when the sorry what is the major tributary for the rhine,E E E F F F F F F F F
where can a tribute to the fall of warsaw be found,how many rooms no where can a tribute to the fall of warsaw be found,E E E E F F F F F F F F F F F
what british mathematician took pride in doing work that he felt had no mathematical benefit,what british mathematician took pride in doing work that he felt had no cryptography benefit no no sorry mathematical,F F F F F F F F F F F F F E E E E E F
on what date was the record low temperature in fresno,on what date was the record high oh wait actually the low temperature in fresno,F F F F F F E E E E E F F F F
what was apple talk ,what protocol or first tell me what was apple talk,F E E E E E E F F F
when did building activity occur on st kazimierz church,what year did building activity occur on st kazimierz church,E E E E E E E E E E
the motto of the muslim brotherhood specifies what as being their constitution,which document does the muslim brotherhood rather motto do they follow as their constitution,E E E F E E E F E E E E E E
when did the peace of westphalia last until,what borders er when did the peace of westphalia last until,E E E F F F F F F F F
what court case was eventually the result of joseph haas sending and email to the new hampshire city council,what court case was eventually the result of george carlin umm i mean joseph haas sending an email to the new hampshire city council,F F F F F F F F E E E E E F F F E E E E E E E E
what do photocytes produce,what do vacuoles oh no photocytes produce,F F E E E F F
in what year did samuel k cohn jr  read graham twiggs major work,in what century nope scratch that year did samuel k cohn jr read graham twiggs major work,F F E E E E F F F F F F F F F F F
who wrote the principles of faunal succession,who wrote the principles of evolution or it was rather faunal succession,F F F F F E E E E E F F
who is a nobel prize winning prior novelist,who is a nobel prize winning prior economist no novelist,F F F F F F F E E F
who took command of french in spring of 1753,who took command of british traders in the spring of 1735 no the french in spring of 1753,F F F F E E E E E E E E E F F F F F
was city has a tropical climate,what latitude no city has a tropical climate,E E E E E E E E
where do a majority of consultant pharmacists tend to work,where do a minority of consultant pharmacists tend to work no no sorry where the majority of them typically work,F F F E E E E E E E E E E E E F F E E E
what did shrewsbury note about the plague,what did scott uh sorry i mean shrewsbury note about the plague,F F E E E E E F F F F F
who is on the ipcc panel,how many people are on i mean who is on the ipcc panel,E E E E E E E F F F F F F
where is galaxy public school located,where are nepalese private ahh actually tell me where galaxy public school is located,F E E E E E E E E E E E F E
sleep hormones shift the cytokine balance to which cytokine,what does sleep have no effect on no no sleep hormones shift the cytokine balance to which cytokine,E E F E E E E E E E F F F F F F F F
what does rajan feel has created deep financial fault lines,what does rajan feel hasnt created deep financial fault lines or i guess tell me what he thinks has created deep financial fault lines,F F F F E E E E E E E E E E E E E E F F F F F F
what would henry david thoreau quote to audiences in india,what would ghandi or henry david thoreau quote to audiences in india,F F E E F F F F F F F F
when was the first known historical reference to immunity,who was the first no when was the first known historical reference to immunity,E E E E E F F F F F F F F F
what caused the spread of the jacksonville fire in 1901,what caused the spread of the jacksonville fire in 1900 no 1901,F F F F F F F F F E E F
 when did the ilkhanate stop experimenting with paper money,when did the ilkhanate experiment with paper money no no sorry when did they stop experimenting with paper money,F F F F E E E E E E E E E E F F F F F
dial up or dedicated async connections connected who ,dial up or dedicated async connections connected what or rather who,F F F F F F F E E E F
what is another notable university in unesco after the university of warsaw,which is or no make that what is another notable university in unesco after the university of warsaw,E E E E E E F F F F F F F F F F F F
after what battle did union forces return to and occupy jacksonville for the rest of the war,after what american war no after what battle did union forces return to and occupy jacksonville for the rest of the war,F F E E E E E F F F F F F F F F F F F F F F
what are bacteria unable to secrete,what are host cells unable to secrete sorry i mean bacteria,F F E E E E E E E E F
what are the small tentacles on cydippids called,what are the small tentacles on a platyctenids no a cydippids called,F F F F F F E E E E F F
what was the first british empire based on,what was the first spanish empire based on no british,F F F F E E E E E F
what does the lobata have pair of,what does the auricles er uh sorry lobata have pair of,F F F E E E E F F F F
how many large public parks does fresno have,how many public parks does fresno have or rather large public parks,F F E E E E E E E F F F
how was the dutch name for the rhine originally spelled ,where are er how was the dutch name for the rhine originally spelled,E E E F F F F F F F F F F
where was shirey going to be when fort oswego wasnt to be attacked,when or rather where was shirey going to be when fort oswego wasnt to be attacked,E E E F F F F F F F F F F F F F
what type of civil disobedience is accompanied by aggression,which or rather what type of civil disobedience is accompanied by aggression,E E E F F F F F F F F F
 when did kublai fail to move the mongol capital,when did kublai construct the new city no when did he fail to move the mongol capital,F F F E E E E E E E E F F F F F F
in what year was marseille founded,when was no no i meant in what year was marseille founded,E E E E E E F F F F F F
what is the name of the hotel that was renamed the grand 1401 ,when did no what is the name of the architectural no the hotel that was renamed the grand 1401,E E E F F F F F F E E E F F F F F F F
was sitting is 8743 km²,when or actually was sitting is 8743 kmu00b2,E E E F F F F E
halford mackinder and friedrich ratzel where what kind of geographers,where was nah halford mackinder and friedrich ratzel where what kind of geographers,E E E F F F F F F F F F F
what arent both branko milanovic and joseph stiglitz,what arent both developments of inewuality no branko milanovic and joseph stiglitz,F F F E E E E F F F F F
a new theory of what was developed using quantum particles,a new theory of what was developed having no wait using quantum particles,F F F F F F F E E E F F F
what type of algorithm is trial division,what type of prime number no algorithm is trial division,F F F E E E F F F F
when was the prime number theorem proven,how i mean when was the prime number theorem proven,E E E F F F F F F F
what power is available to australian private schools but generally not present in public schools,how well or like instead what power is available to australian private schools but generally not present in public schools,E E E E E F F F F F F F F F F F F F F F
when did british government give land for development of ohio country,what year no no when did british government give land for development of ohio country,E E E E F F F F F F F F F F F
in antigone who was the target of civil disobedience,in antigone what must or who was the target of civil disobedience,F F E E E F F F F F F F
what kind of diet can salmon provide to other predators,how does no what kind of diet can salmon provide to other predators,E E E F F F F F F F F F F
what may members question the first minister about directly during first ministers question time,when are members allowed to question the first minister rather what can they specifically ask aboutduring first ministers question time,E E E E E E E E E E F E E E E E E E E E
what is the kampinos forest the last remnant of,which zone is no no what is the kampinos forest the last remnant of,E E E E E F F F F F F F F F
when was montreal not captured,when was montreal not given a separate name sorry captured,F F F F E E E E E F
what amendment to the united states constitution governs government funding of religious schools,what body or uh what amendment to the united states constitution governs government funding of religious schools,F E E E E F F F F F F F F F F F F
a small fraction of the cold water flow from lake constance goes to what other lake,a small fraction of the cold water flow from lake constance goes to what other island no rather lake,F F F F F F F F F F F F F F F E E E F
how can the deposition of compliment kill invader cells directly,how can the deposition of compliment bind to microbes and activate their protease activity oy kill invader cells directly,F F F F F F E E E E E E E E E F F F F
colonial rule or physical occupation of a territory is an example of what kind of imperialism,colonial rule or physical occupation of a territory is an example of what kind of discriminating fashion no no what type of imperialism,F F F F F F F F F F F F F F F E E E E E E E F
up to what age do students in the united kingdom attend preparatory schools,up to what age do students prefer to be called independent schools no do students in the united kingdom attend preparatory schools,F F F F F F E E E E E E E E E F F F F F F F
by how much did the navy increase the defendants sentence,by how much did the navy increase the responsibility ah no defendants sentence,F F F F F F F F E E E F F
what did guo shoujing do for calendars,what did um shoushi li do for calendars no guo shoujing,F F E E E E E E E F F
along with the cisce and nenbse what is a notable examination board in multiple indian states,along with the cisce and nenbse who is or no make that what is a notable examination board in multiple indian states,F F F F F F E E E E E E F F F F F F F F F F
which physics were not contradicted by observations and logic,which dynamic equilibrium hey now physics were not contradicted by observations and logic,F E E E E F F F F F F F F
what party forms the scottish parliament,what party forms the junior ministers no the scottish parliament,F F F F E E E E F F
as of january 2016 how many primalities does the largest known prime consists of,as of january 2016 how many primalities does the second no the largest known prime consists of,F F F F F F F F F E E E F F F F F
zones in which mountains are built along convergent tectonic plate boundaries are called what,the name of the no no never mind what are the zones in which mountains are built along convergent tectonic plate boundaries called,E E E E E E E E E E E F F F F F F F F F F F E
thoreau argues that usually majority rules but their views collectively are sometimes,thoreau argues that usually majority will uh rules but their views collectively are sometimes,F F F F F E E F F F F F F F
in what year was the kalven report issued,when or rather in what year was the kalven report issued,E E E F F F F F F F F
can a packet be lost and if so then where does it go,can a node no no a packet be lost and if so then where does it go,F F E E E E F F F F F F F F F F F
what did electromagnetic theory  finally lead to,how did or no make that what did electromagnetic theory finally lead to,E E E E E E F F F F F F F
what did eliot handing out the harvard crimson at a regatta do for the school in 1875,what did eliot handing out the harvard crimson at a regatta do for the school in 1858 no no um 1875,F F F F F F F F F F F F F F F F E E E E F
what was it called when jacksonvilles white population moved to the city,what began no what was it called when jacksonvilles white population moved to the city,F E E E F F F F F F F F F F F
what french general negotiated at montreal,which british no rather french general negotiated at montreal,E E E E E E E E E
what is the name for a response of the immune system that damages the bodys native tissues,what is the name for a mechanism no response of the immune system that damages the bodys native tissues,F F F F F F E E F F F F F F F F F F F
what ethnic group located in jacksonville is ranked tenth largest,what ethnic group located in jacksonville is ranked twelfth populated no tenth largest,F F F F F F F F E E E F F
in a market economy what is inequality a reflection of,in a neoclassical economy or actually make that in a market economy what is inequality a reflection of,F F E E E E E E E E F F F F F F F F
in an open system of particles there are no internal what,what all is balanced in an open system of particles no sorry what is internally missing from this system,E E E E F F F F F F E E E E E E E E E
what has caused oxfams findings to be questioned,what has triggered no caused oxfams findings to be questioned,F F E E F F F F F F
the 2002 act granted further fiscal devolution including what,when the what is included in the 2002 act that granted further fiscal devolution,E F E E E E E F F E F F F F
what has a bigger impact on the united states economy more than trade,what has a smaller impact actually no a bigger impact on the united states economy more than trade,F F F E E E E E F F F F F F F F F F
in the great internet mersenne prime search hat was the prize for finding a prime with at least 150000 digits,in the great internet mersenne prime search where no what was the prize for finding a prime with at least 150000 digits,F F F F F F F E E E E E E E E E E E E E E E
what is gotten rid of after a pathogen has been eliminated,what immune system i mean is gotten rid of after a pathogen has been eliminated,F E E E E F F F F F F F F F F
which famous indian took a plea and put himself at the mercy of the courts,who took a plea and put himself at the mercy of the courts,E E E E E E E E E E E E E
bbn provided financing for what,what was uh instead bbn provided financing for what,E E E E F F F F F
microplates squeezing and rotating created the features of what,microplates squeezing and reversing direction or no rather rotating created the features of what,F F F E E E E E F F F F F F
what is an example of a parasite that used the antigenic variation strategy to evade destruction,what is an example of a virus that uses the antigenic variation strategy to evade life no destruction,F F F F F F E E E E E E E E E E E E
how did the mongols acquire japanese printing technology,how did wang zhen or rather the mongols acquire japanese printing technology,F F E E E E F F F F F F
when b cells and t cells begin to replicate what do some of their offspring cells become,when b cells and t cells begin to function scratch that replicate what do some of their offspring cells become,F F F F F F F F E E E F F F F F F F F F
apart from its mathematics and postgraduate schools what else doe the university run,apart from its mathematics and postgraduate schools what else does the residential treatment program oops the university run,F F F F F F F F F E E E E E E E E E
what did jacksonville suffer from following world war i,what did jacksonville refer to middle class citizen leaving the suburbs er rather suffer from following world war i,F F F E E E E E E E E E E F F F F F F
king sigimunds column is an example of what kind of attraction in warsaw,st johns cathedral is an example of what kind of attraction in warsaw i mean king sigimunds column and what kind of attraction is it,E E E E E E E E E E E E E E E F F F E E E E E F E
when did fulton street become the main financial district,when did fresno no i mean fulton street become the main financial district  how err rather when did fulton street become the main financial district,F F E E E E F F F F F F F
after braddock died who controlled south american british forces,after shirley umm i mean braddock died who controlled south american british forces,F E E E E F F F F F F F F
what is gravitational acceleration proportional to,what effect or like what is gravitational acceleration proportional to,F E E E E F F F F F
abilene was a prime investor in what project,qwest no rather abilene was a prime investor in what project,E E E F F F F F F F F
what is a trade magazine for design industry,what is a magazine for design companies or more specifically a trade magazine for design industry,F F F E E E E E E E E F F F F F
what is hawaii made of that has existed since cambrian time,what is the grand canyon i mean hawaii made of that has existed since cambrian time,F F E E E E E F F F F F F F F F
what were the structures built by the soviets typical of,what were the housing no the structures built by the soviets typical of,F F F E E E F F F F F F F
 where did france win a war in the 1970s,where did france win a war in the 1950s or no make that in the 1970s,F F F F F F F F E E E E E E E F
whats the name of where the rhine branches off near dordrecht,whats the situation er instead name of where the rhine branches off near dordrecht,F F E E E F F F F F F F F F
what leads to confusion and collapse,when there or uh what leads to confusion and collapse,E E E E F F F F F F
which conjecture holds that for any positive integer n there is an infinite amount of pairs of consecutive primes differing by 2n,who came up with twin no no which conjecture claims that for any positive integer n there is an infinite amount of pairs of consecutive primes differing by 2n,E E E E E E E F F E E E E E E E E E E E E E E E E E E E E
what type of ratios are used in geochronologic and thermochronologic studies,what type of ratios are used in lava or actually in geochronologic and thermochronologic studies,F F F F F F F E E E E F F F F
income not from the creation of wealth but by grabbing a smaller share of it is know to economists by what term,what career no i actually want to ask this income not from the creation of wealth but by grabbing a smaller share of it is know to economists by what term,E E E E E E E E E F F F F F F F F F F F F F F F F F F F F F F
fielding h garrison believes that the science of geology can be traced to where,some modern scholars believes that the science of geology can be traced to where,E E E E E E E E E E E E E E
which pharmacists are likely to seek additional education following pharmacy school,which pharmacists never seek additional education following pharmacy school or rather which pharmacists are likely to seek additional education following pharmacy school,F F E E E E E E E E E E E F F F F F F F F F
stromatoveris is similair to which genus,which genus is stromatoveris similair to ,E E E F E E
friedrich ratzel thought imperialism was what for the country,halford er like friedrich ratzel thought imperialism was what for the country,E E E F F F F F F F F F
how much did it cost to build harvard stadium,how much did it cost to build cambridge stadium or no make that harvard stadium,F F F F F F F E E E E E E F F
what is a simple form of civil disobedience,what is a simple form of disobedience i mean civil disobedience,F F F F F F E E E F F
 what was the spanish title of polos book,what was the englishu007f no i mean spanish title of polos book,F F F E E E E F F F F F
what theorem states that the probability that a number n is prime is inversely proportional to its logarithm,which or rather what theorem states that the probability that a number n is prime is inversely proportional to its logarithm,E E E F F F F F F F F F F F F F F F F F F
what type of constuction is eivided into private and public buildings,what type of infrastructure or better yet construction is divided into private and public buildings,F F F E E E E E E E E E E E E
who is responsible for monitoring climate data,who is responsible for monitoring model results or climate data rather,F F F F F E E E F F
 when did the age of imperialism end,when did the age of imperialism begin no sorry when did it end,F F F F F F E E E E E E F
which tribes did genghis khan unite,where no sorry genghis khan fought to unite which tribes,E E E E E E E E F F
who had toghtogha tried to defeat,who had toghun temur oops toghtogha tried to defeat,F F E E E F F F F
what would someone who is civilly disobedient do in court,how would no make that what would someone who is civilly disobedient do in court,E E E E E F F F F F F F F F F
what percentage of the population of spain died of the plague in the 17th century,what number aww sorry percentage of the population of spain died of the plague in the 17th century,F E E E F F F F F F F F F F F F F F
when was rem sleep discovered,in what year no when was economics no um rem sleep discovered,E E E E F F E E E F F F
what guarantees a solid cash flow is in place before a project to assure its completion,what guarantees a sufficient funds no um solid cash flow is in place before a project to assure its completion,F F F E E E E F F F F F F F F F F F F F
why must one be excluded in order to preserve the uniqueness of the fundamental theorem,what is there only one no scratch that why must one be excluded in order to preserve the uniqueness of the fundamental theorem,E E E E E E E E F F F F F F F F F F F F F F F
what force is part of the modern si system,what force is part of the modern arcane no si system,F F F F F F F E E F F
why is the theory of evolution so complex,what was the publication no um why is the theory of evolution so complex,E E E E E E F F F F F F F F
what follows the same set of mathematical rules than physical quantities,what follows the same set of problems when determining forces involved on an object from two or more sources oh no mathematical rules than physical quantities,F F F F F F E E E E E E E E E E E E E E E F F F F F
what process do moderate and reformist islamists not work within the boundaries of,what process do moderate and reformist islamists work within the boundaries of i mean that they dont work in,F F F F F F F E E E E E E E E E E E E
what conflicts did the ozone mitigation reduce,what conflicts did the ozone mitigation increase no reduce,F F F F F F E E F
what are people from florida sometimes called,what are people from california sorry florida sometimes called,F F F F E E F F F
how many native americans were there in 1970,how many native americans were there in 2010 er uh 1970,F F F F F F F E E E F
what force changes an objects direction of travel,what force changes an objects direction of velocity no travel,F F F F F F F E E F
what type of clerk sits behind the presiding officer,which type or make that what type of clerk sits behind the presiding officer,E E E E E F F F F F F F F F
what year was it when st elizabeth flooded part of the north sea,what year was st elizabeth born no no tell me the year when st elizabeth flooded part of the north sea,F F F E E E E E E E E E E E E E E E E E E
what is another word for thinning rocks in french,what is a different word for stretched no actually for thinning rocks in french,F F E E E E E E E E E E E E
how are nuclear forces transmitted,what is no how are nuclear forces transmitted,E E E F F F F F
 what area was kublai trying to capture by defending xiangyang,what area was the yangzi river no kublai trying to capture by defending xiangyang,F F F E E E E F F F F F F F
what do the strains of y pestis suggest abut the plague,what do the study no the strains of y pestis suggest abut the plague,F F F E E E F F F F F F F F
how many main interactions are not know,what can or rather how many main interactions are not know,E E E E F F F F F F F
who had remote terminal access ,what applications um who had remote terminal access,E E E F F F F F
the unique model predicts that exchanged particles are the fundamental means by what,what are the exchanged particles predicted by the standard model no sorry i mean to say that the unique model predicts that exchanged particles are the fundamental means by what,E E F E E E E E E E E E E E E E E E F F F F F F F F F F F F
where might committees meet outside of parliament,where might government um committees meet outside of parliament,F F E E F F F F F
when forces are acting on an extended body what do you need to account for motion effects,what must uh when forces are acting on an extended body what do you need to account for motion effects,E E E F F F F F F F F F F F F F F F F F
what was the average family size,what was the average household no i mean average family size,F F F F E E E E E F F
what are cestida called,what are cestida named,F F F E
why  might the temperature affect the theory of plague spreading,why might rats no sorry why might the temperature affect the theory of plague spreading,F F E E E E E F F F F F F F F
when did warsaw start to rebuild,how umm i mean when did warsaw start to rebuild,E E E E F F F F F F
when more workers are required what happens to the job market,when more workers are required what happens to labor or i mean the job market,F F F F F F F F E E E E F F F
what type of musical instruments did the yuan bring to china,besides confucianism no i mean what type of musical instruments did the yuan bring to china,E E E E E F F F F F F F F F F F
the snp gave eight seats to the liberal who,the conservatives or no make that the snp gave eight seats to the liberal who,F E E E E E E F F F F F F F F
how recently has the homes in fresno been restored,how recently has the homes in the mediterranean sorry fresno been restored,F F F F F F E E E F F F
packets can be delivered via what route ,packets can be forwarded i mean delivered via what route,F F F E E E F F F F
 how poorly did the mongol emperors know spoken chinese,how poorly did tibetan or no make that mongol emperors know spoken chinese,F F F E E E E E E E E E E
who is currently speaker of the scottish parliament,how many or uh who is currently speaker of the scottish parliament,E E E E F F F F F F F F
how effective was the military use of the afghan arabs,what affect or actually how effective was the military use of the afghan arabs,E E E E F F F F F F F F F F
who discovered that magnetic and electric could selfgenerate,who described lets say discovered that magnetic and electric could selfgenerate,F E E E F F F F F F F
what groups membership does not reflect the balance of parties in parliament,what groups membership does not reflect the balance of parties in msps oops no in parliament,F F F F F F F F F F F E E E E F
what isnt a guaranteed quality of service,what isnt a differentiated umm rather guaranteed quality of service,F F F E E E F F F F
what was the plos pathogens paper about,the plos pathogens paper was about what,E E E E E E F
what electroweak theory has not been developed,what gravity theory i mean electroweak theory has not been developed  which or no rather what electroweak theory has not been developed,F E E E E F F F F F F
 who has the islamic liberation party never attempted to assassinate,when did jamaa sorry who has the islamic liberation party never attempted to assassinate,E E E E F F F F F F F F F F
what religion did the french spread along with their imperialism ,what trade no i mean religion did the french spread along with their imperialism,F E E E E F F F F F F F F F
what is the name of natural dam that connects the rhine valley,what is the name of natural dam that connects the posterior rhine or actually the rhine valley,F F F F F F F F F F E F E E E E F
 who had military control during the yuan,who had no real military power who had military control during the yuan,F F E E F E E E E F F F F
what type of flower is sought on midsummers eve,what type of flower is sought on midsummers night or no make that midsummers eve,F F F F F F F F E E E E E E F
like the university of hyde park what did shimer college and 10 other schools adopt,like the university of hyde park what did the university of chicago or rather shimer college and 10 other schools adopt,F F F F F F F F E E E E E E F F F F F F F
can address information be changed after the setup phase,can a connection identifier oops address information be changed after setup,F E E E E F F F F F E
in the shortest building in downtown jacksonville,what is no in the tallest um shortest building in downtown jacksonville,E E E F F E E F F F F F
who argues that the government redistributes wealth by peace,who argues that the government redistributes wealth by force sorry by peace,F F F F F F F F E E E F
what brought the downfall of jacksonville filmmaking,what brought the emergence of jacksonville filmmaking no no the downfall,F F F E E E E E E E F
when was francis aidan gasquet born,where was or no make that when was francis aidan gasquet born,E E E E E E F F F F F F
 when did the syrian civil war end,when did the jamaat altawhid waljihad no the syrian civil war end,F F F E E E E E F F F F
tymnet consisted of a large private network that supported who,tymnet utilize no um consisted of a large private network that supported who,F E E E F F F F F F F F F
in what sector are jobs beginning to decrease,when did income inequality begin or rather what sector of jobs are beginning to decrease,E E E E E E E E E E E E E E E
who discovered the compton effect,who discovered the fermi effect no the compton effect,F F F E E E E F F
what do computers use coal to reconstruct,what do computers use to subsurface no coal to reconstruct,F F F F E E E F F F
in the fall quarter of 2014 how many students signed up for the college,in the fall quarter of 2012 i mean 2014 how many students signed up for the college,F F F F F E E E F F F F F F F F F
what type of equilibrium was first described by aristotle,which physics uh no what type of equilibrium was first described by aristotle,E E E E F F F F F F F F F
any even number larger than what cannot be considered distinct,what are or rather any even number larger than what cannot be considered distinct,E E E E F F F F F F F F F F
what does salafism in its harshest form discourage its followers to view the religion of others with,who sorry what does salafism in its harshest form discourage its followers to view the religion of others with,E E F F F F F F F F F F F F F F F F F
 where did turabi place students apathetic to his views,where did turabi set no sorry place students apathetic to his views,F F F E E E F F F F F F
what other terminology is considered much more destructive,what dictionary containtains er scratch that other terminology is considered much more destructive,F E E E E E F F F F F F F
what is the universitys winter carnival and concert called,which debate er what is the universitys winter carnival and concert called,E E E F F F F F F F F F
what does pal monqolica mean,what kinds of growth did kublai encourage no no tell me what pal monqolica means instead,F E E E E E E E E E E E E E E E
